Company Name,Sector,Market Share (%),Stock Price ($),Revenue (M$),Profit Margin (%),VC Funding (M$),Mergers & Acquisitions,Growth Rate (%)
TechCorp,FinTech,10.37,752.68,48146.2,24.76,160.29,3,17.37
AI Ventures,FinTech,39.4,702.2,12143.69,10.35,287.37,1,19.22
CloudX,FinTech,15.43,656.3,16993.23,3.6,101.37,3,1.61
EcomNext,E-Commerce,38.11,403.73,15573.79,-9.42,379.49,0,14.34
EcomNext,E-Commerce,5.61,802.74,11091.1,24.2,190.02,2,17.09
TechCorp,Cybersecurity,7.25,1352.28,19512.96,12.83,40.99,2,7.54
InnoSoft,Cloud Computing,6.59,859.94,4798.53,21.42,14.39,2,19.13
EcomNext,E-Commerce,39.18,726.84,7432.72,23.37,343.88,3,1.23
AI Ventures,Cybersecurity,3.82,1091.22,9952.55,27.19,82.05,5,16.83
EcomNext,Cloud Computing,20.36,1209.3,2328.92,3.22,248.68,3,1.92
TechCorp,Cybersecurity,10.74,1225.35,22169.04,-3.78,447.8,5,1.41
EcomNext,Cybersecurity,35.71,1114.62,4151.5,9.28,151.1,6,19.92
AI Ventures,E-Commerce,29.48,1308.45,869.8,10.82,347.66,10,6.74
AI Ventures,E-Commerce,16.98,362.29,46621.82,4.67,52.46,9,17.36
InnoSoft,Cybersecurity,22.71,835.58,13952.15,25.14,149.52,4,8.71
QuantumLeap,FinTech,32.69,337.3,35091.9,19.1,458.36,8,10.69
InnoSoft,Cybersecurity,2.11,334.56,11520.01,6.36,339.21,0,2.87
CloudX,Artificial Intelligence,15.08,475.91,19687.59,27.81,92.23,4,19.42
TechCorp,Cybersecurity,5.72,1013.48,31291.44,-5.84,414.08,0,18.13
CloudX,Artificial Intelligence,21.58,178.89,36470.68,23.1,183.44,9,14.0
CloudX,Cybersecurity,25.2,143.45,23899.77,2.15,117.68,10,2.29
TechCorp,FinTech,6.89,158.26,38080.64,29.91,185.75,10,13.48
QuantumLeap,E-Commerce,5.42,733.12,12553.4,-5.74,32.9,9,18.45
QuantumLeap,Cybersecurity,17.36,425.75,15753.39,-7.71,474.36,0,16.73
EcomNext,Cybersecurity,11.0,312.87,18543.81,-8.66,156.56,7,13.69
EcomNext,FinTech,20.95,667.69,20479.87,2.4,459.26,2,1.72
InnoSoft,Cloud Computing,37.08,852.54,36973.15,27.35,349.77,7,14.99
CloudX,E-Commerce,16.31,648.38,40255.05,6.63,46.96,2,15.11
EcomNext,Cloud Computing,18.32,940.18,31265.29,2.53,243.43,1,5.8
TechCorp,Cloud Computing,14.25,1343.72,43226.63,14.18,193.08,9,8.86
AI Ventures,FinTech,32.74,1138.74,45114.99,-8.63,304.9,9,12.27
TechCorp,FinTech,20.89,1012.81,3875.04,10.33,298.4,7,9.06
CloudX,Cybersecurity,27.27,1034.42,19836.41,-3.81,432.29,7,5.77
CloudX,Cloud Computing,29.7,765.19,10486.57,29.39,358.73,4,19.23
EcomNext,Cybersecurity,12.51,1419.42,46537.82,19.25,487.96,10,7.9
InnoSoft,Cybersecurity,19.39,865.65,24115.89,-3.46,274.73,0,3.91
QuantumLeap,E-Commerce,4.55,381.71,21712.8,-8.12,384.46,8,13.89
TechCorp,E-Commerce,17.04,1246.24,40940.54,2.31,471.45,9,14.59
QuantumLeap,Cloud Computing,29.44,257.73,24844.8,17.28,250.49,1,10.86
CloudX,FinTech,6.59,760.49,38579.97,25.6,421.24,7,1.7
EcomNext,E-Commerce,37.45,1129.86,35453.36,5.44,133.57,3,13.2
TechCorp,Artificial Intelligence,34.67,912.22,35067.35,26.03,85.94,2,14.19
QuantumLeap,FinTech,2.89,1182.61,13441.77,-8.73,1.02,10,18.15
TechCorp,E-Commerce,34.98,223.3,44801.33,13.92,167.76,4,4.25
InnoSoft,Cloud Computing,19.46,907.56,24702.79,-2.76,45.92,3,3.4
EcomNext,E-Commerce,27.91,84.46,35715.09,29.68,408.04,1,16.24
InnoSoft,Artificial Intelligence,30.59,794.32,9363.13,-9.48,342.96,3,1.77
EcomNext,Artificial Intelligence,24.91,1128.86,22885.19,-0.59,125.47,10,18.03
InnoSoft,Cloud Computing,30.95,1201.06,2955.97,12.89,331.5,3,15.96
EcomNext,E-Commerce,4.59,992.91,28520.79,25.35,285.87,4,2.26
QuantumLeap,Cloud Computing,36.42,1366.6,39580.11,-7.6,371.36,7,15.03
CloudX,Artificial Intelligence,39.58,360.5,33017.52,-6.9,418.22,6,13.59
InnoSoft,Artificial Intelligence,17.08,806.31,19719.93,27.03,9.81,4,14.3
AI Ventures,Cybersecurity,26.66,1347.21,31555.71,6.96,227.43,7,4.4
AI Ventures,Cloud Computing,5.05,1442.71,35745.39,11.07,430.16,10,17.58
InnoSoft,FinTech,18.44,675.1,48403.01,3.0,83.65,10,2.25
EcomNext,Artificial Intelligence,37.54,135.6,6317.46,-7.41,401.27,4,13.25
TechCorp,E-Commerce,39.03,1017.88,46123.85,9.31,246.97,4,16.12
QuantumLeap,E-Commerce,13.78,985.34,39463.28,25.35,135.68,4,3.35
AI Ventures,Artificial Intelligence,2.48,1366.1,29497.12,7.01,457.79,7,17.39
TechCorp,E-Commerce,8.15,416.52,42203.42,20.22,228.81,4,13.75
QuantumLeap,Cybersecurity,34.05,910.15,1712.58,7.23,159.77,8,5.07
AI Ventures,FinTech,32.49,794.06,44017.42,18.0,18.15,4,15.83
QuantumLeap,E-Commerce,6.51,565.23,41919.24,-7.31,367.62,3,18.13
CloudX,E-Commerce,24.45,1347.66,44037.87,26.67,409.44,2,1.25
EcomNext,Cloud Computing,3.95,63.41,14327.4,29.63,365.59,9,13.69
CloudX,Cloud Computing,18.32,1274.79,27925.9,1.53,51.71,1,8.46
InnoSoft,Artificial Intelligence,35.81,516.03,30789.61,2.14,235.54,1,12.63
QuantumLeap,Cybersecurity,30.76,1338.4,47784.42,16.93,309.4,7,1.81
TechCorp,FinTech,26.08,601.31,41950.38,4.65,497.03,1,8.35
CloudX,Artificial Intelligence,13.04,1412.93,14843.94,-9.92,451.45,6,19.77
TechCorp,Cybersecurity,8.16,508.15,8470.4,2.09,216.16,4,13.89
CloudX,Cybersecurity,26.56,1427.84,20803.56,29.77,209.69,7,14.44
EcomNext,E-Commerce,29.91,558.61,17854.68,25.32,298.71,6,12.63
EcomNext,Cloud Computing,3.47,215.01,12397.29,-8.87,148.2,8,10.1
QuantumLeap,E-Commerce,21.85,560.93,45467.08,26.27,433.3,7,13.04
TechCorp,FinTech,13.1,233.75,15409.13,17.61,216.36,2,13.97
QuantumLeap,Artificial Intelligence,37.87,1276.28,44660.76,10.41,341.26,9,17.4
CloudX,Cybersecurity,31.9,747.75,42665.4,5.28,22.47,1,14.79
CloudX,FinTech,21.63,585.61,2126.04,8.65,452.44,4,8.6
QuantumLeap,E-Commerce,32.45,921.12,2969.34,26.27,464.24,6,15.28
CloudX,FinTech,20.99,488.93,35043.28,18.69,136.56,8,17.01
InnoSoft,Cybersecurity,24.13,900.28,7677.55,1.19,474.35,0,17.2
EcomNext,FinTech,19.05,768.28,45136.06,10.35,59.31,0,10.55
CloudX,Artificial Intelligence,31.08,1340.92,6896.39,13.49,264.34,4,20.0
CloudX,E-Commerce,39.97,1157.96,5003.37,13.34,405.76,5,16.69
CloudX,Artificial Intelligence,6.22,549.05,28875.31,1.18,212.61,4,7.51
TechCorp,E-Commerce,5.49,1402.58,31650.45,5.35,458.97,6,18.5
InnoSoft,Artificial Intelligence,20.63,492.75,46235.93,-0.14,227.62,3,8.42
TechCorp,Artificial Intelligence,1.67,1205.63,2115.78,-4.06,162.83,7,3.62
AI Ventures,Cloud Computing,5.73,1071.93,29667.04,14.53,207.64,0,13.74
CloudX,FinTech,34.05,932.37,36340.14,18.02,467.53,2,2.55
EcomNext,E-Commerce,32.33,1421.69,29472.06,15.18,457.21,0,14.98
CloudX,Cybersecurity,14.26,368.89,11833.93,-6.08,108.0,4,9.92
EcomNext,Cybersecurity,36.86,122.27,1529.67,21.36,319.4,6,18.37
AI Ventures,Cybersecurity,19.39,137.88,41130.99,-6.07,353.13,2,14.0
EcomNext,Cloud Computing,9.93,1114.59,19174.01,-8.27,342.86,0,11.86
InnoSoft,FinTech,23.92,299.81,40794.26,17.04,376.03,1,3.57
QuantumLeap,Cloud Computing,31.6,1095.71,6988.22,28.13,276.96,2,14.87
AI Ventures,Cybersecurity,5.77,1499.04,30446.18,-9.85,155.78,1,12.51
QuantumLeap,Cloud Computing,1.0,1378.84,42436.17,18.33,43.34,3,8.64
TechCorp,E-Commerce,4.57,1472.92,35102.05,4.31,40.04,3,7.78
EcomNext,Cybersecurity,31.04,1025.72,5026.45,19.65,412.64,5,1.11
CloudX,E-Commerce,15.17,884.42,13281.31,12.83,52.99,4,6.21
CloudX,FinTech,33.98,77.05,38498.2,29.58,116.65,7,6.96
TechCorp,FinTech,7.64,506.7,35270.32,25.15,21.81,7,17.83
CloudX,FinTech,12.87,173.05,3223.25,26.24,268.04,8,14.82
EcomNext,Cybersecurity,12.57,1256.69,48009.32,18.19,4.91,8,15.17
AI Ventures,Cybersecurity,37.17,135.37,49831.09,13.79,254.65,0,17.82
CloudX,FinTech,24.19,263.6,15337.2,27.68,52.8,10,15.26
EcomNext,FinTech,27.28,519.93,30672.89,14.48,112.85,8,7.08
QuantumLeap,E-Commerce,5.31,1343.13,26662.28,3.79,411.55,0,16.54
AI Ventures,Cybersecurity,15.06,169.43,9513.1,7.82,325.5,7,5.06
CloudX,FinTech,16.41,832.47,45537.59,12.72,266.23,6,9.16
EcomNext,E-Commerce,17.23,1011.14,44853.3,4.91,378.92,1,3.44
InnoSoft,Artificial Intelligence,9.28,92.25,23226.89,13.35,252.72,3,3.66
AI Ventures,E-Commerce,11.04,566.51,17855.24,20.05,346.56,3,17.9
TechCorp,Cloud Computing,4.57,611.37,33317.62,15.26,29.55,3,14.51
TechCorp,FinTech,10.8,1226.17,23564.91,23.42,319.68,2,18.09
AI Ventures,Cloud Computing,14.96,1383.71,2572.22,16.17,413.21,1,14.73
TechCorp,FinTech,28.05,227.47,22683.19,-4.08,148.89,7,18.48
AI Ventures,FinTech,35.74,944.15,30242.37,2.4,29.42,1,15.48
CloudX,Cloud Computing,35.62,597.43,14522.15,-2.25,46.01,0,12.6
AI Ventures,E-Commerce,8.66,1231.78,7796.53,17.41,16.02,6,15.32
TechCorp,FinTech,25.34,877.54,45883.98,11.85,101.46,6,9.35
QuantumLeap,Artificial Intelligence,17.29,1406.87,44372.31,25.23,152.37,5,17.83
TechCorp,Cybersecurity,33.96,882.79,14795.71,23.09,152.63,7,16.08
AI Ventures,Cloud Computing,25.9,920.03,4692.76,-9.73,311.48,1,8.46
QuantumLeap,Artificial Intelligence,33.37,1345.33,4633.61,15.34,407.42,5,19.9
AI Ventures,FinTech,12.03,132.21,20742.13,26.04,135.81,8,7.56
EcomNext,E-Commerce,16.3,1459.89,9370.88,21.31,318.02,6,1.89
EcomNext,Cloud Computing,10.65,892.05,6681.7,3.95,217.79,1,1.95
TechCorp,Cybersecurity,10.89,618.66,16795.8,26.1,239.73,0,17.06
EcomNext,Artificial Intelligence,21.1,152.32,31312.07,13.93,45.1,10,11.71
AI Ventures,E-Commerce,4.8,1255.48,3593.1,29.66,124.89,8,4.22
QuantumLeap,FinTech,38.19,169.83,4340.15,20.49,46.68,1,2.17
QuantumLeap,Cloud Computing,37.58,808.51,38330.78,17.33,191.93,7,10.44
QuantumLeap,Artificial Intelligence,9.45,1419.5,44784.4,18.22,48.38,4,7.91
CloudX,Artificial Intelligence,19.53,185.3,46926.57,29.76,232.88,2,11.67
TechCorp,E-Commerce,2.78,1012.53,2648.66,-9.41,354.18,7,1.46
CloudX,FinTech,12.34,853.07,38150.63,-5.16,77.7,10,12.4
EcomNext,Cloud Computing,20.75,875.32,39931.62,17.84,193.37,3,8.37
AI Ventures,Cybersecurity,39.3,1068.41,13577.88,28.97,139.22,8,4.35
EcomNext,Cybersecurity,14.23,1303.08,34965.89,21.97,498.71,0,15.76
TechCorp,Cybersecurity,2.44,852.81,1483.9,22.92,182.74,5,18.88
EcomNext,Cloud Computing,11.82,431.41,41982.73,-9.1,382.3,3,15.55
AI Ventures,Cybersecurity,37.21,474.04,34077.61,23.83,307.3,3,6.72
InnoSoft,Artificial Intelligence,28.41,778.27,37127.69,-3.02,218.9,6,9.62
CloudX,Cybersecurity,31.42,357.78,35867.19,7.19,279.03,8,12.13
CloudX,E-Commerce,39.96,803.5,45732.59,25.11,340.95,5,8.45
CloudX,FinTech,36.85,1141.86,1155.32,-9.39,243.12,4,7.34
TechCorp,Cloud Computing,23.3,927.57,4979.62,19.06,241.68,2,10.26
InnoSoft,Cloud Computing,36.23,618.33,32224.38,-3.61,445.3,1,11.92
TechCorp,Cloud Computing,16.4,258.51,47842.67,4.31,345.73,2,18.89
CloudX,Artificial Intelligence,19.66,1281.3,25109.53,13.34,392.6,0,13.36
AI Ventures,Cloud Computing,31.97,598.67,49404.32,25.84,145.97,4,4.71
TechCorp,Cloud Computing,20.04,876.02,31139.49,-0.27,158.78,6,16.3
AI Ventures,Cybersecurity,6.82,179.13,8804.6,25.79,489.95,7,6.77
CloudX,Cybersecurity,26.49,762.47,10527.27,9.07,465.5,9,5.44
AI Ventures,Cloud Computing,31.18,73.39,29321.6,-8.86,134.24,3,10.88
TechCorp,Artificial Intelligence,23.09,988.54,20895.64,28.26,298.36,5,15.13
QuantumLeap,FinTech,23.82,639.89,49858.85,7.78,337.83,4,14.69
TechCorp,E-Commerce,17.51,761.49,22128.28,-8.62,66.03,5,5.51
EcomNext,FinTech,7.49,1424.8,48118.02,18.56,289.89,4,9.58
QuantumLeap,E-Commerce,33.37,74.79,47792.29,15.28,343.8,5,4.61
InnoSoft,Cybersecurity,28.14,1395.1,816.97,22.65,156.12,9,10.92
QuantumLeap,E-Commerce,16.54,140.54,18700.41,7.18,412.54,6,14.76
QuantumLeap,Artificial Intelligence,4.93,556.44,25261.38,-8.28,466.93,7,7.0
InnoSoft,Cloud Computing,38.3,573.73,41664.28,-6.28,275.47,3,2.56
QuantumLeap,Cybersecurity,38.75,762.38,15673.2,10.83,20.24,10,15.18
QuantumLeap,E-Commerce,33.26,1381.47,26973.44,29.1,148.57,2,10.97
InnoSoft,Artificial Intelligence,15.41,1017.46,30303.09,-8.59,335.69,10,2.78
TechCorp,Cloud Computing,1.45,572.49,19529.83,12.63,32.43,3,11.01
EcomNext,Artificial Intelligence,19.12,1124.18,28002.38,1.19,352.12,3,4.32
QuantumLeap,E-Commerce,38.88,873.58,7333.73,17.64,190.82,9,9.93
CloudX,Artificial Intelligence,17.2,1359.61,16631.93,18.41,400.45,8,5.47
EcomNext,E-Commerce,10.95,883.37,45779.26,13.74,163.62,9,13.91
InnoSoft,E-Commerce,39.3,1485.18,4915.23,28.27,325.67,5,11.52
CloudX,FinTech,32.9,1096.83,40456.49,-8.71,166.99,9,13.14
EcomNext,FinTech,19.43,809.08,4990.24,26.79,413.31,6,16.92
AI Ventures,FinTech,32.04,201.12,37541.35,-5.46,217.41,0,17.09
InnoSoft,E-Commerce,27.7,1381.23,28899.69,23.4,386.34,5,3.48
TechCorp,E-Commerce,16.34,54.25,8173.6,10.78,316.9,5,13.78
InnoSoft,Cybersecurity,25.32,458.26,15749.54,1.31,244.58,10,5.64
EcomNext,Cloud Computing,27.27,1154.19,26681.86,-6.67,233.25,10,18.08
TechCorp,FinTech,19.3,51.48,38159.33,5.25,136.04,10,6.92
CloudX,Artificial Intelligence,38.09,842.17,43739.53,22.99,379.61,9,4.42
CloudX,E-Commerce,28.37,925.27,11888.83,27.89,314.32,6,12.52
CloudX,Cloud Computing,27.03,1409.05,18406.82,-3.83,182.11,9,1.51
QuantumLeap,E-Commerce,10.33,1271.14,8695.38,19.11,335.33,5,5.95
CloudX,Artificial Intelligence,9.46,202.34,25880.33,-8.45,312.48,10,3.94
InnoSoft,Cloud Computing,37.86,455.59,24993.09,3.34,92.19,1,3.15
QuantumLeap,Artificial Intelligence,16.62,840.56,12829.23,18.94,370.87,5,17.19
CloudX,Artificial Intelligence,2.12,604.79,17529.46,-5.51,68.94,5,19.38
InnoSoft,Cloud Computing,28.19,181.45,26278.07,12.72,267.37,10,15.0
InnoSoft,Artificial Intelligence,26.45,682.68,42505.62,27.34,80.5,3,19.67
QuantumLeap,Cybersecurity,39.93,514.41,24667.77,7.85,161.89,3,11.42
InnoSoft,E-Commerce,26.85,297.05,28690.34,4.6,189.63,7,4.71
QuantumLeap,Artificial Intelligence,20.06,854.31,34923.77,-8.2,436.62,0,8.35
EcomNext,Cloud Computing,10.37,1016.28,34730.28,15.81,449.8,5,3.22
TechCorp,Artificial Intelligence,37.46,355.46,46333.17,6.42,432.95,1,10.8
QuantumLeap,E-Commerce,4.42,1070.88,523.52,26.98,408.97,1,6.03
TechCorp,Cloud Computing,25.25,1264.7,1696.61,13.84,17.66,4,9.76
TechCorp,E-Commerce,33.08,140.0,37388.64,28.56,114.54,4,14.2
AI Ventures,E-Commerce,10.21,384.64,22705.74,18.97,274.77,9,9.15
EcomNext,FinTech,17.09,1339.61,40487.72,29.98,278.39,2,3.94
TechCorp,E-Commerce,39.61,790.87,27572.21,27.77,287.52,2,1.68
AI Ventures,E-Commerce,8.51,994.34,9966.5,-5.42,161.6,6,5.89
InnoSoft,E-Commerce,24.49,1314.15,22462.03,27.98,486.12,5,15.38
CloudX,Cybersecurity,33.34,1434.91,14974.07,1.67,107.73,4,4.82
EcomNext,E-Commerce,36.37,1482.68,46015.9,16.49,158.19,5,15.8
AI Ventures,Artificial Intelligence,10.4,247.41,43859.19,10.38,21.03,0,6.64
EcomNext,Artificial Intelligence,5.37,694.95,6149.9,21.66,405.16,6,17.16
TechCorp,E-Commerce,4.99,1212.06,2028.93,2.87,294.16,7,1.52
CloudX,E-Commerce,38.37,445.37,9072.27,1.53,310.93,9,6.73
InnoSoft,FinTech,19.18,806.36,21523.27,-2.4,237.48,5,9.08
TechCorp,Artificial Intelligence,15.06,1484.64,1059.16,6.11,134.4,2,15.65
TechCorp,Cloud Computing,26.49,386.89,12675.09,23.83,39.91,7,9.82
CloudX,FinTech,11.35,1359.84,11954.87,25.96,282.92,2,12.12
TechCorp,Artificial Intelligence,21.49,702.71,33111.66,0.71,37.95,2,2.22
TechCorp,Cloud Computing,28.73,529.19,46810.63,-7.91,396.65,5,8.68
CloudX,Cybersecurity,22.96,1264.6,23147.2,7.85,39.9,4,4.98
QuantumLeap,Cloud Computing,12.36,1225.35,33656.89,8.93,320.97,9,13.32
AI Ventures,Cloud Computing,12.09,307.59,1584.85,11.53,291.98,7,8.7
AI Ventures,FinTech,8.01,845.9,724.83,-4.57,427.84,0,12.05
AI Ventures,Cloud Computing,12.48,389.65,4801.26,16.38,360.13,6,17.07
TechCorp,Cloud Computing,5.53,1288.45,38100.39,5.55,253.5,1,11.29
InnoSoft,E-Commerce,11.52,831.43,16892.59,-0.02,23.83,8,12.3
InnoSoft,E-Commerce,16.95,698.91,45676.45,0.21,286.1,8,6.99
InnoSoft,Cybersecurity,27.02,63.16,40284.13,16.01,426.12,9,19.67
InnoSoft,Cloud Computing,4.09,1168.54,31147.11,9.89,136.09,10,9.07
InnoSoft,FinTech,15.25,1119.18,38747.7,28.58,333.96,0,19.89
TechCorp,Artificial Intelligence,9.66,722.71,7913.8,-1.74,130.19,5,18.15
EcomNext,Cloud Computing,28.5,1224.79,26582.93,-7.06,220.67,8,10.55
InnoSoft,E-Commerce,35.58,1333.44,39803.76,28.89,378.84,1,10.46
CloudX,Cybersecurity,15.64,647.01,46616.48,6.42,130.16,6,1.55
InnoSoft,Cloud Computing,26.09,1013.38,12265.72,12.0,117.71,1,9.63
TechCorp,Cybersecurity,18.92,814.51,9714.24,-4.65,43.48,5,4.07
CloudX,E-Commerce,39.33,1103.08,6058.92,12.59,40.22,0,10.69
TechCorp,Cybersecurity,36.13,1078.86,20148.74,24.89,138.14,3,5.77
QuantumLeap,Cloud Computing,25.78,348.95,26376.84,16.7,414.37,1,17.41
CloudX,FinTech,26.04,1352.81,15248.4,26.32,416.86,3,6.21
QuantumLeap,E-Commerce,33.58,549.98,37891.66,29.17,406.98,7,6.87
TechCorp,Cloud Computing,38.17,121.29,48705.83,5.3,349.59,1,13.94
TechCorp,Cybersecurity,32.75,768.69,33533.99,-5.68,450.38,9,3.02
TechCorp,FinTech,25.17,85.35,27275.22,-9.91,404.66,8,9.03
AI Ventures,Cybersecurity,35.77,1377.19,47747.01,9.26,309.59,4,8.12
CloudX,Artificial Intelligence,12.74,1215.72,48307.89,-5.04,21.53,0,4.99
InnoSoft,FinTech,17.28,156.0,47217.79,6.92,142.13,2,6.45
CloudX,Cloud Computing,5.73,601.45,37266.17,15.34,121.47,5,9.31
QuantumLeap,Artificial Intelligence,2.1,422.62,20882.16,-5.56,14.9,8,1.82
CloudX,Cybersecurity,24.2,1480.12,6349.56,24.07,49.74,7,7.77
InnoSoft,Artificial Intelligence,6.49,650.36,29635.17,4.91,232.18,9,2.43
EcomNext,Artificial Intelligence,24.11,1179.7,22454.69,2.41,371.32,9,1.06
AI Ventures,FinTech,8.99,99.34,27583.74,8.47,304.61,9,12.14
CloudX,Artificial Intelligence,19.87,391.76,4073.74,28.78,345.62,1,7.88
InnoSoft,FinTech,27.36,1478.62,21042.92,1.6,17.3,2,17.47
InnoSoft,Cloud Computing,25.91,1415.23,3177.66,19.29,341.28,2,17.92
InnoSoft,Artificial Intelligence,7.64,873.89,25352.96,23.38,459.86,8,13.43
CloudX,E-Commerce,19.24,1361.29,20603.78,6.62,266.99,3,3.16
InnoSoft,Artificial Intelligence,6.52,983.97,14399.07,-9.61,69.49,0,3.59
InnoSoft,Artificial Intelligence,20.33,810.92,423.49,-5.02,296.28,7,5.12
QuantumLeap,FinTech,27.07,632.15,48835.2,9.31,187.75,4,8.13
TechCorp,FinTech,25.29,306.61,17625.05,1.9,436.46,2,14.67
QuantumLeap,FinTech,26.35,846.12,16780.17,16.77,145.22,3,5.1
QuantumLeap,Cybersecurity,11.39,129.14,15364.31,20.88,438.41,9,14.19
TechCorp,Cloud Computing,11.1,790.92,11428.91,-5.0,163.66,6,16.78
AI Ventures,Cybersecurity,13.93,810.56,31496.46,14.79,334.47,1,12.07
TechCorp,Cybersecurity,26.95,866.86,1805.99,17.76,409.15,5,17.61
QuantumLeap,E-Commerce,8.99,188.59,3755.5,8.59,239.41,2,19.43
CloudX,Cloud Computing,21.06,1154.58,5595.01,7.65,412.13,4,15.42
AI Ventures,FinTech,15.35,577.39,46835.82,25.6,141.72,1,18.34
EcomNext,FinTech,37.46,442.99,3763.6,8.73,246.73,0,2.31
TechCorp,E-Commerce,8.45,1098.99,45463.34,-9.09,276.44,8,5.84
EcomNext,E-Commerce,11.83,205.74,45985.56,10.18,80.78,10,8.98
QuantumLeap,Cloud Computing,28.38,465.11,46015.51,6.22,160.92,7,5.45
CloudX,FinTech,35.16,809.72,12300.73,3.34,311.12,7,8.71
QuantumLeap,FinTech,20.77,1331.05,38258.69,26.91,17.39,7,16.73
TechCorp,Cloud Computing,2.21,879.32,1540.43,6.19,301.28,1,18.88
CloudX,Artificial Intelligence,32.95,568.34,46636.03,27.43,26.77,3,12.42
EcomNext,Cybersecurity,21.09,1357.89,22764.94,14.2,31.39,7,15.13
AI Ventures,FinTech,16.63,477.43,11966.29,23.26,25.51,9,2.5
AI Ventures,FinTech,20.3,484.62,42635.11,27.29,16.79,5,5.45
EcomNext,E-Commerce,27.6,1422.95,12053.37,-6.97,167.01,7,19.82
TechCorp,E-Commerce,31.25,506.39,33042.62,12.4,496.21,6,12.66
EcomNext,E-Commerce,18.56,337.1,6621.59,23.06,2.79,8,1.96
EcomNext,E-Commerce,29.23,674.84,34199.87,24.52,280.41,2,2.41
TechCorp,Artificial Intelligence,17.25,1067.81,40755.32,20.51,467.64,4,11.93
TechCorp,Cybersecurity,32.69,1284.4,17753.96,6.27,68.89,8,16.16
EcomNext,Cloud Computing,31.23,930.51,20634.84,-7.39,315.4,7,9.05
CloudX,E-Commerce,4.65,1149.43,41216.92,-7.1,287.48,9,2.57
CloudX,Cybersecurity,1.72,449.44,32505.73,11.57,353.82,7,17.55
EcomNext,E-Commerce,4.24,1335.48,36645.11,10.81,455.94,0,10.12
InnoSoft,Artificial Intelligence,19.87,362.46,2432.65,14.63,223.98,7,3.06
CloudX,Artificial Intelligence,2.3,902.62,34429.98,1.69,371.47,7,13.81
QuantumLeap,Artificial Intelligence,35.48,76.24,46166.39,25.24,443.64,1,4.62
QuantumLeap,E-Commerce,8.8,739.76,16602.86,-2.37,200.99,8,5.6
AI Ventures,Cloud Computing,18.53,1132.98,29354.37,22.73,497.62,1,5.17
AI Ventures,Artificial Intelligence,16.54,1109.73,21949.91,10.02,212.91,8,18.37
AI Ventures,Artificial Intelligence,22.67,128.43,10742.12,19.14,21.79,9,8.48
CloudX,Artificial Intelligence,5.66,1333.65,29307.44,1.2,256.49,8,2.02
TechCorp,Artificial Intelligence,32.75,824.08,33524.52,27.6,355.52,3,7.19
AI Ventures,Cybersecurity,20.36,1182.42,42553.43,-6.27,417.42,0,1.92
AI Ventures,FinTech,35.38,646.55,28418.34,15.71,450.52,6,19.49
TechCorp,E-Commerce,27.7,874.19,21234.07,-4.31,294.46,10,2.59
InnoSoft,Cloud Computing,24.75,1198.59,2323.7,-4.74,426.3,3,4.99
CloudX,Artificial Intelligence,17.79,333.43,29797.54,5.13,53.37,2,18.13
QuantumLeap,E-Commerce,28.2,886.75,13833.34,-4.44,33.57,8,19.89
TechCorp,Artificial Intelligence,13.93,619.58,43575.49,8.32,366.68,9,1.23
AI Ventures,E-Commerce,6.69,886.77,14622.25,22.78,212.62,8,15.64
TechCorp,E-Commerce,4.28,878.02,5983.03,25.51,385.6,5,15.29
QuantumLeap,Cybersecurity,18.93,67.09,20837.08,-7.97,438.62,10,17.28
CloudX,Artificial Intelligence,34.73,1327.87,18489.13,4.65,174.54,6,18.52
QuantumLeap,E-Commerce,34.43,736.13,19013.44,17.89,152.98,1,5.94
InnoSoft,Artificial Intelligence,19.98,608.59,12372.97,28.15,80.58,4,10.36
EcomNext,Artificial Intelligence,29.87,1280.33,22430.13,-6.01,75.14,7,9.69
CloudX,E-Commerce,19.98,988.36,2598.64,-9.87,45.04,9,19.23
AI Ventures,E-Commerce,4.07,1046.19,582.76,-7.92,342.76,10,13.95
InnoSoft,Cloud Computing,9.52,567.1,29983.96,8.87,272.69,9,15.78
AI Ventures,Cybersecurity,12.07,321.34,24693.43,16.04,234.81,4,4.97
QuantumLeap,Artificial Intelligence,20.28,1118.12,49236.03,11.1,329.04,7,11.34
CloudX,FinTech,31.25,1085.05,6030.0,21.63,418.13,6,18.21
CloudX,Cybersecurity,6.45,298.19,29735.31,15.77,341.56,5,19.69
CloudX,Artificial Intelligence,5.91,790.23,31641.2,-9.51,489.9,7,4.86
EcomNext,Artificial Intelligence,21.85,774.16,26132.64,17.28,264.26,1,8.19
AI Ventures,Artificial Intelligence,17.06,66.38,46267.05,27.13,373.46,4,16.31
EcomNext,E-Commerce,37.4,1018.69,29540.96,22.74,284.36,5,19.5
InnoSoft,Cybersecurity,20.57,149.49,9637.73,-7.32,258.05,6,16.9
QuantumLeap,Cloud Computing,7.8,253.48,9129.48,23.41,391.86,5,7.72
EcomNext,E-Commerce,31.01,1383.54,6791.54,29.41,19.96,1,7.88
QuantumLeap,FinTech,28.47,764.2,13733.78,-8.69,101.16,7,2.88
TechCorp,Artificial Intelligence,2.23,176.72,35991.19,-7.19,34.76,9,4.27
QuantumLeap,E-Commerce,17.44,789.13,32189.83,7.47,312.61,4,14.29
TechCorp,Artificial Intelligence,1.06,448.67,31008.43,24.16,261.54,6,4.85
